"datetime","Behaviour_ind","Behaviour","AccX","AccY","AccZ","Depth","DBA","Latitude","Longitude"
"2019-04-19 03:20:00",4,"Resting",0,0,0,1.4470460175,0,10.614,-54.904
"2019-04-19 03:20:00",4,"Resting",0,0,0,3.1368223348,0,10.6121,-54.914
"2019-04-19 03:20:00",4,"Resting",0,0,0,1.5030607021,0,10.6273,-54.9157
"2019-04-19 03:20:00",3,"Swiming",0,0,0,1.5684111674,0,10.6701,-54.9299
"2019-04-19 03:20:00",3,"Swiming",0,0,0,1.194979937,0,10.6875,-54.935
"2019-04-19 03:20:00",3,"Swiming",0,0,0,2.4553103394,0,10.6935,-54.9303
"2019-04-19 03:20:00",3,"Swiming",0,0,0,2.3806240934,0,10.72,-54.9457
"2019-04-19 03:20:00",3,"Swiming",0,0,0,3.2301801424,0,10.7457,-54.9599
"2019-04-19 03:20:00",3,"Swiming",0,0,0,2.3712883126,0,10.7241,-54.9391
"2019-04-19 03:20:00",4,"Resting",0,0,0,2.9781140619,0,10.7405,-54.9442
"2019-04-19 03:20:00",4,"Resting",0,0,0,2.7447195429,0,10.7676,-54.9512
"2019-04-19 03:20:00",4,"Resting",0,0,0,2.6700332969,0,11.3319,-54.9007
"2019-04-19 03:20:00",4,"Resting",0,0,0,2.0352002053,0,11.3023,-54.9171
"2019-04-19 03:20:00",4,"Resting",0,0,0,1.0736147872,0,11.3569,-54.9244
"2019-04-19 03:20:00",4,"Resting",0,0,0,1.391031333,0,11.3519,-54.9227
"2019-04-19 03:20:00",3,"Swiming",0,0,0,1.3536882099,0,11.3549,-54.9223
"2019-04-19 03:20:00",3,"Swiming",0,0,0,1.465717579,0,11.3604,-54.9202
"2019-04-19 03:20:00",3,"Swiming",0,0,0,1.5030607021,0,11.4015,-54.9119
"2019-04-19 03:20:00",3,"Swiming",0,0,0,1.6337616327,0,11.4438,-54.8974
"2019-04-19 03:20:00",3,"Swiming",0,0,0,1.5964185096,0,11.4437,-54.8974
"2019-04-19 03:20:00",3,"Swiming",0,0,0,1.5964185096,0,11.4763,-54.8941
"2019-04-19 03:20:00",3,"Swiming",0,0,0,0.5694826262,0,11.477,-54.9121
"2019-04-19 03:20:00",3,"Swiming",0,0,0,1.0082643219,0,12.0302,-54.8939
"2019-04-19 03:20:00",3,"Swiming",0,0,0,0.8308844875,0,11.965,-54.8193
"2019-04-19 03:20:00",4,"Resting",0,0,0,0.9149065143,0,11.9863,-54.7964
"2019-04-19 03:20:00",4,"Resting",0,0,0,1.2136514986,0,11.9981,-54.8448
"2019-04-19 03:20:00",4,"Resting",0,0,0,1.120293691,0,11.9977,-54.8447
"2019-04-19 03:20:00",4,"Resting",0,0,0,1.194979937,0,12.0419,-54.8224
"2019-04-19 03:20:00",4,"Resting",0,0,0,1.1763083755,0,12.0246,-54.8322
"2019-04-19 03:20:00",4,"Resting",0,0,0,1.194979937,0,12.0301,-54.8357
"2019-04-19 03:20:00",4,"Resting",0,0,0,1.5310680443,0,12.059,-54.8626
"2019-04-19 03:20:00",4,"Resting",0,0,0,1.5217322636,0,12.0745,-54.8744
"2019-04-19 03:20:00",3,"Swiming",0,0,0,1.4937249213,0,12.0871,-54.8268
"2019-04-19 03:20:00",3,"Swiming",0,0,0,1.3350166484,0,12.1287,-54.877
